id,model,brand,weight,released,operatingSystem,platform,deviceCategory
20324,Honor X30i 5G Premium Edition Dual SIM TD-LTE CN 128GB TFY-AN00,Huawei,175 g,2021 Nov.,Google Android 11 (R),Android,Smartphone
20325,Honor X30i 5G Premium Edition Dual SIM TD-LTE CN 256GB TFY-AN00,Huawei,175 g,2021 Nov.,Google Android 11 (R),Android,Smartphone
20326,Honor 60 5G Premium Edition Dual SIM TD-LTE CN 256GB LSA-AN00,Huawei,179 g,2021 Dec,Google Android 11 (R),Android,Smartphone
20327,Honor X30 5G Top Edition Dual SIM TD-LTE CN 256GB ANY-AN00,Huawei,189 g,2021 Dec,Google Android 11 (R),Android,Smartphone
20328,Honor X30 5G Premium Edition Dual SIM TD-LTE CN 128GB ANY-AN00,Huawei,189 g,2021 Dec,Google Android 11 (R),Android,Smartphone
20329,Honor X30 5G Standard Edition Dual SIM TD-LTE CN 128GB ANY-AN00,Huawei,189 g,2021 Dec,Google Android 11 (R),Android,Smartphone
20330,Honor 60 5G Standard Edition Dual SIM TD-LTE CN 256GB LSA-AN00,Huawei,179 g,2021 Dec,Google Android 11 (R),Android,Smartphone
20331,Honor 60 5G Standard Edition Dual SIM TD-LTE CN 128GB LSA-AN00,Huawei,179 g,2021 Dec,Google Android 11 (R),Android,Smartphone
20332,Honor 60 Pro 5G Premium Edition Dual SIM TD-LTE CN 256GB TNA-AN00,Huawei,194 g,2021 Dec,Google Android 11 (R),Android,Smartphone
20333,Honor Magic V 5G Dual SIM TD-LTE CN 256GB MGI-AN00,Huawei,293 g,2022 Jan.,Google Android 12 (S),Android,Smartphone
20334,Orbic Magic 5G TD-LTE US R678EL,Reliance,190 g,2021 Oct 7,Google Android 11 (R),Android,Smartphone
20335,Honor 60 SE 5G Premium Edition Dual SIM TD-LTE CN 256GB GIA-AN00,Huawei,175 g,2022 Feb.,Google Android 11 (R),Android,Smartphone
20336,Honor Magic 4 Pro 5G Premium Edition Dual SIM TD-LTE CN 256GB LGE-AN10,Huawei,215 g,2022 Apr. 22,Google Android 12 (S),Android,Smartphone
20337,Honor Play 30 5G Standard Dual SIM TD-LTE CN 128GB VNE-AN00 / Changwan30,Huawei,194 g,2022 May,Google Android 11 (R),Android,Smartphone
20338,Honor 60 Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB TNA-AN00,Huawei,194 g,2021 Dec,Google Android 11 (R),Android,Smartphone
20339,Orbic Myra 5G UW TD-LTE US R678L5,Reliance,190 g,2021 Oct 7,Google Android 11 (R),Android,Smartphone
20340,Honor 60 SE 5G Standard Edition Dual SIM TD-LTE CN 256GB GIA-AN00,Huawei,175 g,2022 Feb.,Google Android 11 (R),Android,Smartphone
20341,Honor 60 SE 5G Standard Edition Dual SIM TD-LTE CN 128GB GIA-AN00,Huawei,175 g,2022 Feb.,Google Android 11 (R),Android,Smartphone
20342,Honor 70 5G Premium Edition Dual SIM TD-LTE CN 256GB FNE-AN00,Huawei,178 g,2022 May 31,Google Android 12 (S),Android,Smartphone
20343,Honor 70 Pro+ 5G Premium Edition Dual SIM TD-LTE CN 256GB HPB-AN00,Huawei,192 g,2022 May 31,Google Android 12 (S),Android,Smartphone
20344,Honor Play 6T 5G Dual SIM TD-LTE CN 128GB CMA-AN40,Huawei,198 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20345,Honor Play 6T 5G Dual SIM TD-LTE CN 256GB CMA-AN40,Huawei,198 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20346,Honor Play 6T Pro 5G Dual SIM TD-LTE CN 128GB TFY-AN40,Huawei,175 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20347,Honor Play 6T Pro 5G Dual SIM TD-LTE CN 256GB TFY-AN40,Huawei,175 g,2022 Apr. 14,Google Android 11 (R),Android,Smartphone
20348,Honor Play 30 5G Premium Dual SIM TD-LTE CN 128GB VNE-AN00 / Changwan30,Huawei,194 g,2022 May,Google Android 11 (R),Android,Smartphone
20349,Honor Play 30 5G Standard Dual SIM TD-LTE CN 128GB VNE-TN00 / Changwan30,Huawei,194 g,2022 May,Google Android 11 (R),Android,Smartphone
20350,Honor Magic 4 Pro 5G Premium Edition Dual SIM TD-LTE CN 512GB LGE-AN10,Huawei,215 g,2022 Apr. 22,Google Android 12 (S),Android,Smartphone
20351,Honor Magic 4 Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB LGE-AN10,Huawei,215 g,2022 Apr. 22,Google Android 12 (S),Android,Smartphone
20352,Honor Magic 4 Pro 5G Standard Edition Global Dual SIM TD-LTE 256GB LGE-NX9,Huawei,215 g,2022 May 12,Google Android 12 (S),Android,Smartphone
20353,Honor Magic 4 Pro 5G Standard Edition Dual SIM TD-LTE LATAM APAC 256GB LGE-N49B,Huawei,215 g,2022 May,Google Android 12 (S),Android,Smartphone
20354,Honor Magic 4 Pro 5G Standard Edition Global Dual SIM TD-LTE 256GB LGE-N19B,Huawei,215 g,2022 May 12,Google Android 12 (S),Android,Smartphone
20355,Honor Magic 4 5G Standard Edition Dual SIM TD-LTE CN 128GB LGE-AN00,Huawei,199 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20356,Honor Magic 4 5G Standard Edition Dual SIM TD-LTE CN 256GB LGE-AN00,Huawei,199 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20357,Honor Magic 4 5G Premium Edition Dual SIM TD-LTE CN 256GB LGE-AN00,Huawei,199 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20358,Honor Magic 4 5G Premium Edition Dual SIM TD-LTE CN 512GB LGE-AN00,Huawei,199 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20359,Honor X9 5G Standard Edition Global Dual SIM TD-LTE 128GB ANY-NX1 / Magic 4 Lite 5G,Huawei,189 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20360,Honor 70 Pro+ 5G Standard Edition Dual SIM TD-LTE CN 256GB HPB-AN00,Huawei,192 g,2022 May 31,Google Android 12 (S),Android,Smartphone
20361,Honor 70 5G Premium Edition Dual SIM TD-LTE CN 512GB FNE-AN00,Huawei,178 g,2022 May 31,Google Android 12 (S),Android,Smartphone
20362,Honor 70 5G Standard Edition Dual SIM TD-LTE CN 256GB FNE-AN00,Huawei,178 g,2022 May 31,Google Android 12 (S),Android,Smartphone
20363,Honor 70 5G Standard Edition Global Dual SIM TD-LTE 256GB FNE-NX9,Huawei,178 g,2022 Aug.,Google Android 12 (S),Android,Smartphone
20364,Honor 70 5G Standard Edition Global Dual SIM TD-LTE 128GB FNE-NX9,Huawei,178 g,2022 Sep 2,Google Android 12 (S),Android,Smartphone
20365,Honor 70 Pro 5G Premium Edition Dual SIM TD-LTE CN 256GB SDY-AN00,Huawei,192 g,2022 May 31,Google Android 12 (S),Android,Smartphone
20366,Honor 70 Pro 5G Premium Edition Dual SIM TD-LTE CN 512GB SDY-AN00,Huawei,192 g,2022 May 31,Google Android 12 (S),Android,Smartphone
20367,Honor 70 Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB SDY-AN00,Huawei,192 g,2022 May 31,Google Android 12 (S),Android,Smartphone
20368,Honor X40i 5G Standard Edition Dual SIM TD-LTE CN 256GB DIO-AN00,Huawei,175 g,2022 Jul,Google Android 12 (S),Android,Smartphone
20369,Honor X9 4G Standard Edition Global Dual SIM LTE-A 128GB ANY-LX1 / Magic 4 Lite 4G,Huawei,189 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20370,Realme 9 5G 2022 Dual SIM TD-LTE APAC 128GB RMX3388,Oppo,188 g,2022 Mar,Google Android 11 (R),Android,Smartphone
20371,Honor X9 4G Premium Edition Dual SIM TD-LTE LATAM 128GB ANY-LX3,Huawei,189 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20372,Honor X9 4G Premium Edition Dual SIM TD-LTE APAC 128GB ANY-LX2,Huawei,189 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20373,Honor X9 5G Premium Edition Global Dual SIM TD-LTE 128GB ANY-NX1 / Magic 4 Lite 5G,Huawei,189 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20374,Honor X9 5G Premium Edition Global Dual SIM TD-LTE 256GB ANY-NX1,Huawei,189 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20375,Desire 22 Pro 5G Dual SIM TD-LTE JP 128GB,HTC,205.5 g,2022 Oct 2,Google Android 12 (S),Android,Smartphone
20376,Honor X8 4G Standard Edition Global Dual SIM LTE-A 128GB TFY-LX1,Huawei,177 g,2022 Mar,Google Android 11 (R),Android,Smartphone
20377,Honor X8 4G Standard Edition Dual SIM TD-LTE APAC 128GB TFY-LX2,Huawei,177 g,2022 Mar,Google Android 11 (R),Android,Smartphone
20378,Honor X8 4G Standard Edition Dual SIM TD-LTE LATAM 128GB TFY-LX3,Huawei,177 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20379,Pixel 6a 5G Global TD-LTE 128GB G1AZG,Google,178 g,2022 Jul 21,Google Android 12 (S),Android,Smartphone
20380,Honor X40i 5G Premium Edition Dual SIM TD-LTE CN 256GB DIO-AN00,Huawei,175 g,2022 Jul,Google Android 12 (S),Android,Smartphone
20381,Honor X40i 5G Standard Edition Dual SIM TD-LTE CN 128GB DIO-AN00,Huawei,175 g,2022 Jul,Google Android 12 (S),Android,Smartphone
20382,Honor Magic 4 5G Ultimate Edition Dual SIM TD-LTE CN 512GB LGE-AN20,Huawei,242 g,2022 Apr. 22,Google Android 12 (S),Android,Smartphone
20383,Pixel 6a 5G TD-LTE NA 128GB GX7AS,Google,178 g,2022 Jul 17,Google Android 12 (S),Android,Smartphone
20384,Pixel 6a 5G UW TD-LTE US 128GB GB62Z,Google,178 g,2022 Jul 21,Google Android 12 (S),Android,Smartphone
20385,Pixel 6a 5G TD-LTE JP 128GB GB17L,Google,178 g,2022 Jul 28,Google Android 12 (S),Android,Smartphone
20386,nova 9 SE 4G Premium Edition Global Dual SIM TD-LTE 128GB JLN-LX1 / JLN-L21B,Huawei,191 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20387,Honor X7 4G Standard Edition Global Dual SIM LTE-A 128GB CMA-LX1,Huawei,198 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20388,MatePad 10.4 2022 Standard Edition Global TD-LTE 128GB BAH4-L09DK,Huawei,450 g,2022 Apr.,Huawei HarmonyOS 2.0,Android,Tablet
20389,Realme 9 5G 2022 Dual SIM TD-LTE APAC 64GB RMX3388,Oppo,188 g,2022 Mar,Google Android 11 (R),Android,Smartphone
20390,Realme 9 Pro 5G NFC 2022 Standard Edition Global Dual SIM TD-LTE V1 128GB RMX3472,Oppo,195 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20391,nova 9 SE 4G Premium Edition Global TD-LTE 128GB JLN-LX1 / JLN-L01B,Huawei,191 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20392,nova 9 SE 4G Premium Edition Dual SIM TD-LTE CN 128GB JLN-AL00,Huawei,191 g,2022 Mar,Huawei HarmonyOS 2.0,Android,Smartphone
20393,nova 9 SE 4G Premium Edition Dual SIM TD-LTE CN 256GB JLN-AL00,Huawei,191 g,2022 Mar,Huawei HarmonyOS 2.0,Android,Smartphone
20394,nova 9 SE 4G Standard Edition Dual SIM TD-LTE LATAM 128GB JLN-LX3 / JLN-LX23A,Huawei,191 g,2022 Apr.,Huawei HarmonyOS 2.0,Android,Smartphone
20395,nova 9 SE 4G Standard Edition TD-LTE LATAM 128GB JLN-LX3 / JLN-L03A,Huawei,191 g,2022 Apr.,Huawei HarmonyOS 2.0,Android,Smartphone
20396,Honor X7 4G Standard Edition Dual SIM TD-LTE APAC 128GB CMA-LX2,Huawei,198 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20397,Honor X7 4G Standard Edition Dual SIM TD-LTE LATAM 128GB CMA-LX3,Huawei,198 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20398,Honor X7 4G Premium Edition Dual SIM TD-LTE LATAM 128GB CMA-LX3,Huawei,198 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20399,Honor X7 4G Premium Edition Global Dual SIM LTE-A 128GB CMA-LX1,Huawei,198 g,2022 Apr.,Google Android 11 (R),Android,Smartphone
20400,MatePad 10.4 2022 Standard Edition WiFi 128GB BAH4-W09,Huawei,450 g,2022 Mar,Huawei HarmonyOS 2.0,Android,Tablet
20401,MatePad 10.4 2022 Standard Edition WiFi 64GB BAH4-W09,Huawei,450 g,2022 Mar,Huawei HarmonyOS 2.0,Android,Tablet
20402,MatePad 10.4 2022 Premium Edition WiFi 64GB BAH4-W09,Huawei,450 g,2022 Mar,Huawei HarmonyOS 2.0,Android,Tablet
20403,MatePad 10.4 2022 Standard Edition Global TD-LTE 64GB BAH4-L09,Huawei,450 g,2022 Apr.,Huawei HarmonyOS 2.0,Android,Tablet
20404,Realme 9 Pro 5G 2022 Standard Edition Global Dual SIM TD-LTE V1 128GB RMX3471,Oppo,195 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20405,Realme 9 Pro 5G NFC 2022 Premium Edition Global Dual SIM TD-LTE V1 128GB RMX3472,Oppo,195 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20406,Realme 9 Pro 5G 2022 Premium Edition Global Dual SIM TD-LTE V1 128GB RMX3471,Oppo,195 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20407,Realme 9 Pro 5G 2022 Standard Edition Dual SIM TD-LTE IN IL SA V2 128GB RMX3471,Oppo,195 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20408,Realme 9 Pro 5G 2022 Premium Edition Dual SIM TD-LTE IN IL SA V2 128GB RMX3471,Oppo,195 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20409,Realme 9 Pro 5G NFC 2022 Premium Edition Dual SIM TD-LTE TH V3 128GB RMX3472,Oppo,195 g,2022 Apr.,Google Android 12 (S),Android,Smartphone
20410,Realme 9 Pro 5G NFC 2022 Premium Edition Dual SIM TD-LTE TW V4 128GB RMX3472,Oppo,195 g,2022 Apr.,Google Android 12 (S),Android,Smartphone
20411,Realme 9 Pro+ 5G NFC Standard Edition 2022 Global Dual SIM TD-LTE V1 128GB RMX3393,Oppo,182 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20412,Surface Duo 2 5G UW TD-LTE US 256GB 1995,Microsoft,284 g,2021 Oct 21,Google Android 11 (R),Android,Smartphone
20413,Surface Duo 2 5G UW TD-LTE US 128GB 1995,Microsoft,284 g,2021 Oct 21,Google Android 11 (R),Android,Smartphone
20414,Surface Duo 2 5G UW TD-LTE US 512GB 1995,Microsoft,284 g,2021 Oct 21,Google Android 11 (R),Android,Smartphone
20415,Realme 9 Pro+ 5G 2022 Standard Edition Dual SIM TD-LTE IN IL PK UA V2 128GB RMX3392,Oppo,182 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20416,Realme 9 Pro+ 5G NFC Premium Edition 2022 Global Dual SIM TD-LTE V1 256GB RMX3393,Oppo,182 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20417,Realme 9 Pro+ 5G 2022 Premium Edition Dual SIM TD-LTE IN IL PK UA V2 256GB RMX3392,Oppo,182 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20418,Realme 9 Pro+ 5G 2022 Premium Edition Dual SIM TD-LTE IN IL V2 128GB RMX3392,Oppo,182 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20419,Realme 9 Pro+ 5G Standard Edition 2022 Global Dual SIM TD-LTE V1 128GB RMX3392,Oppo,182 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20420,Realme 9 Pro+ 5G Premium Edition 2022 Global Dual SIM TD-LTE V1 128GB RMX3392,Oppo,182 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20421,Realme 9 Pro+ 5G Premium Edition 2022 Global Dual SIM TD-LTE V1 256GB RMX3392,Oppo,182 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20422,Realme 9 Pro+ 5G 2022 Premium Edition Dual SIM TD-LTE TH V3 128GB RMX3392,Oppo,182 g,2022 Apr. 24,Google Android 12 (S),Android,Smartphone
20423,Realme 9 Pro+ 5G NFC Premium Edition 2022 Dual SIM TD-LTE TW V4 256GB RMX3393,Oppo,182 g,2022 Apr.,Google Android 12 (S),Android,Smartphone
20424,Realme 9 4G 2022 Standard Edition Global Dual SIM TD-LTE V1 128GB RMX3521,Oppo,178 g,2022 Apr.,Google Android 12 (S),Android,Smartphone
20425,Realme 9 4G 2022 Premium Edition Global Dual SIM TD-LTE V1 128GB RMX3521,Oppo,178 g,2022 Apr.,Google Android 12 (S),Android,Smartphone
20426,Realme 9 5G 2022 Standard Edition Global Dual SIM TD-LTE V1 128GB RMX3474,Oppo,191 g,2022 May,Google Android 12 (S),Android,Smartphone
20427,Realme 9 5G 2022 Standard Edition Global Dual SIM TD-LTE V1 64GB RMX3474,Oppo,191 g,2022 May,Google Android 12 (S),Android,Smartphone
20428,Simple Smartphone 6 5G TD-LTE JP A201SH,Sharp,174 g,2022 Apr. 8,Google Android 12 (S),Android,Smartphone
20429,iPhone 14 Pro Max 5G A2894 Global Dual SIM TD-LTE 512GB,Apple,240 g,2022 Sep 16,Apple iOS 16,iOS / iPadOS,Smartphone
20430,iPhone 14 Pro 5G A2890 Global Dual SIM TD-LTE 512GB,Apple,206 g,2022 Sep 16,Apple iOS 16,iOS / iPadOS,Smartphone
20431,iPhone 14 5G A2882 Global Dual SIM TD-LTE 256GB,Apple,172 g,2022 Sep 16,Apple iOS 16,iOS / iPadOS,Smartphone
20432,iPhone 14 Plus 5G A2886 Global Dual SIM TD-LTE 256GB,Apple,203 g,2022 Sep 16,Apple iOS 16,iOS / iPadOS,Smartphone
20433,iPhone 14 Pro Max UW 5G A2651 Dual SIM TD-LTE US 256GB,Apple,240 g,2022 Sep 6,Apple iOS 16,iOS / iPadOS,Smartphone
20434,K10 4G 2022 Standard Edition Dual SIM TD-LTE V1 IN 128GB CPH2373,Oppo,189 g,2022 Mar,Google Android 11 (R),Android,Smartphone
20435,Nubia Red Magic 7 Pro 5G Premium Edition Global Dual SIM TD-LTE 512GB NX709J,ZTE,235 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20436,Nubia Red Magic 7 Pro 5G Premium Edition Dual SIM TD-LTE CN 256GB NX709J,ZTE,235 g,2022 Feb.,Google Android 12 (S),Android,Smartphone
20437,Nubia Red Magic 7 Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB NX709J,ZTE,235 g,2022 Feb.,Google Android 12 (S),Android,Smartphone
20438,Nubia Red Magic 7 Pro 5G Top Edition Dual SIM TD-LTE CN 1TB NX709J,ZTE,235 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20439,Nubia Red Magic 7 Pro 5G Top Edition Dual SIM TD-LTE CN 512GB NX709J,ZTE,235 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20440,Nubia Red Magic 7 Pro 5G Standard Edition Dual SIM TD-LTE CN 128GB NX709J,ZTE,235 g,2022 Feb.,Google Android 12 (S),Android,Smartphone
20441,Nubia Red Magic 7 5G Premium Edition Global Dual SIM TD-LTE 256GB NX679J,ZTE,215 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20442,Nubia Red Magic 7 5G Top Edition Global Dual SIM TD-LTE 256GB NX679J,ZTE,215 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20443,Nubia Red Magic 7 5G Standard Edition Global Dual SIM TD-LTE 128GB NX679J,ZTE,215 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20444,Nubia Red Magic 7 5G Premium Edition Dual SIM TD-LTE CN 512GB NX679J,ZTE,215 g,2022 Feb. 21,Google Android 12 (S),Android,Smartphone
20445,Nubia Red Magic 7 5G Standard Edition Dual SIM TD-LTE CN 256GB NX679J,ZTE,215 g,2022 Feb. 21,Google Android 12 (S),Android,Smartphone
20446,Nubia Red Magic 7 5G Standard Edition Dual SIM TD-LTE CN 128GB NX679J,ZTE,215 g,2022 Feb. 21,Google Android 12 (S),Android,Smartphone
20447,Nubia Red Magic 7 5G Base Edition Dual SIM TD-LTE CN 128GB NX679J,ZTE,215 g,2022 Feb. 21,Google Android 12 (S),Android,Smartphone
20448,Nubia Red Magic 7S Pro 5G Top Edition Global Dual SIM TD-LTE 512GB NX709S,ZTE,235 g,2022 Aug. 9,Google Android 12 (S),Android,Smartphone
20449,Nubia Red Magic 7S Pro 5G Standard Edition Global Dual SIM TD-LTE 256GB NX709S,ZTE,235 g,2022 Aug. 9,Google Android 12 (S),Android,Smartphone
20450,Nubia Red Magic 7S Pro 5G Top Edition Dual SIM TD-LTE CN 1TB NX709S,ZTE,235 g,2022 Jul,Google Android 12 (S),Android,Smartphone
20451,Nubia Red Magic 7S Pro 5G Premium Edition Dual SIM TD-LTE CN 512GB NX709S,ZTE,235 g,2022 Jul,Google Android 12 (S),Android,Smartphone
20452,Nubia Red Magic 7S Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB NX709S,ZTE,235 g,2022 Jul 12,Google Android 12 (S),Android,Smartphone
20453,Nubia Red Magic 7S Pro 5G Transformers Edition Dual SIM TD-LTE CN 512GB NX709S,ZTE,235 g,2022 Jul,Google Android 12 (S),Android,Smartphone
20454,Nubia Red Magic 7S 5G Premium Edition Dual SIM TD-LTE CN 512GB NX679S,ZTE,215 g,2022 Jul,Google Android 12 (S),Android,Smartphone
20455,Nubia Red Magic 7S 5G Standard Edition Dual SIM TD-LTE CN 256GB NX679S,ZTE,215 g,2022 Jul,Google Android 12 (S),Android,Smartphone
20456,Nubia Red Magic 7S 5G Base Edition Dual SIM TD-LTE CN 128GB NX679S,ZTE,215 g,2022 Jul,Google Android 12 (S),Android,Smartphone
20457,K10 4G 2022 Premium Edition Dual SIM TD-LTE V1 IN 128GB CPH2373,Oppo,189 g,2022 Mar,Google Android 11 (R),Android,Smartphone
20458,SM-M236Q/DS Galaxy M23 5G 2022 Premium Edition Dual SIM TD-LTE JP 128GB,Samsung,198 g,2022 Apr. 21,Google Android 12 (S),Android,Smartphone
20459,SM-M236B/DS Galaxy M23 5G 2022 Premium Edition Global Dual SIM TD-LTE 128GB,Samsung,198 g,2022 Apr. 8,Google Android 12 (S),Android,Smartphone
20460,SM-A236B/DSN Galaxy A23 5G 2022 Standard Edition Global Dual SIM TD-LTE 128GB,Samsung,197 g,2022 Sep 16,Google Android 12 (S),Android,Smartphone
20461,SM-A236B/DSN Galaxy A23 5G 2022 Standard Edition Global Dual SIM TD-LTE 64GB,Samsung,197 g,2022 Sep 16,Google Android 12 (S),Android,Smartphone
20462,SM-A236E/DSN Galaxy A23 5G 2022 Standard Edition Dual SIM TD-LTE APAC 64GB,Samsung,197 g,2022 Sep 16,Google Android 12 (S),Android,Smartphone
20463,SM-A236E/DSN Galaxy A23 5G 2022 Standard Edition Dual SIM TD-LTE APAC 128GB,Samsung,197 g,2022 Sep 16,Google Android 12 (S),Android,Smartphone
20464,SM-A236E/DSN Galaxy A23 5G 2022 Premium Edition Dual SIM TD-LTE APAC 128GB,Samsung,197 g,2022 Sep 16,Google Android 12 (S),Android,Smartphone
20465,SM-A236E/DSN Galaxy A23 5G 2022 Top Edition Dual SIM TD-LTE APAC 128GB,Samsung,197 g,2022 Sep 16,Google Android 12 (S),Android,Smartphone
20466,SM-A236E/DS Galaxy A23 5G 2022 Premium Edition Dual SIM TD-LTE APAC 128GB,Samsung,197 g,2022 Sep,Google Android 12 (S),Android,Smartphone
20467,SM-A236M/DSN Galaxy A23 5G 2022 Standard Edition Dual SIM TD-LTE LATAM 64GB,Samsung,197 g,2022 Sep,Google Android 12 (S),Android,Smartphone
20468,SM-A236U Galaxy A23 5G 2022 Standard Edition TD-LTE US 64GB / SM-A236A,Samsung,197 g,2022 Sep 16,Google Android 12 (S),Android,Smartphone
20469,SM-A236U Galaxy A23 5G 2022 Standard Edition TD-LTE US 64GB / SM-A236T,Samsung,197 g,2022 Sep 16,Google Android 12 (S),Android,Smartphone
20470,SM-A236U1/DS Galaxy A23 5G 2022 Standard Edition TD-LTE US 64GB,Samsung,197 g,2022 Sep 16,Google Android 12 (S),Android,Smartphone
20471,vivo iQOO U5x 2022 4G Standard Edition Dual SIM TD-LTE CN 128GB V2180GA,BBK,179 g,2022 Mar 24,Google Android 11 (R),Android,Smartphone
20472,vivo iQOO U5x 2022 4G Premium Edition Dual SIM TD-LTE CN 128GB V2180GA,BBK,179 g,2022 Mar 24,Google Android 11 (R),Android,Smartphone
20473,SM-E236B/DS Galaxy F23 5G 2022 Premium Edition Dual SIM TD-LTE IN 128GB,Samsung,198 g,2022 Mar 8,Google Android 12 (S),Android,Smartphone
20474,SM-E236B/DS Galaxy F23 5G 2022 Standard Edition Dual SIM TD-LTE IN 128GB,Samsung,198 g,2022 Mar 8,Google Android 12 (S),Android,Smartphone
20475,Easy Smartphone 2+ TD-LTE JP A201KC,Kyocera,151 g,2022 Mar 24,Google Android 12 (S),Android,Smartphone
20476,Android One S9 5G TD-LTE JP S9-KC,Kyocera,166 g,2022 Mar 24,Google Android 12 (S),Android,Smartphone
20477,Realme Narzo 50 2022 Premium Edition Dual SIM TD-LTE IN V1 128GB RMX3286,Oppo,194 g,2022 Mar,Google Android 11 (R),Android,Smartphone
20478,Realme Narzo 50 2022 Standard Edition Dual SIM TD-LTE IN V1 64GB RMX3286,Oppo,194 g,2022 Mar,Google Android 11 (R),Android,Smartphone
20479,Legion Y70 5G Standard Edition Dual SIM TD-LTE CN 128GB L71091,Lenovo,209 g,2022 Aug. 22,Google Android 12 (S),Android,Smartphone
20480,Legion Y70 5G Premium Edition Dual SIM TD-LTE CN 256GB L71091,Lenovo,209 g,2022 Aug. 22,Google Android 12 (S),Android,Smartphone
20481,Legion Y70 5G Top Edition Dual SIM TD-LTE CN 512GB L71091,Lenovo,209 g,2022 Aug. 22,Google Android 12 (S),Android,Smartphone
20482,Reno 7 Z 5G 2022 Dual SIM TD-LTE APAC V1 128GB CPH2343 / Reno7 Lite,Oppo,173 g,2022 Mar,Google Android 12 (S),Android,Smartphone
20483,Redmi 10 5G Standard Edition Global Dual SIM TD-LTE 128GB 22041219G,Xiaomi,200 g,2022 Aug.,Google Android 12 (S),Android,Smartphone
20484,Aquos R7 5G UW TD-LTE JP SH-52C,Sharp,208 g,2022 Jul 16,Google Android 12 (S),Android,Smartphone
20485,Aquos R7 5G UW TD-LTE JP A202SH,Sharp,208 g,2022 Jul 8,Google Android 12 (S),Android,Smartphone
20486,Leica Leitz Phone 2 5G TD-LTE JP LP-02,Sharp,208 g,2022 Dec,Google Android 12 (S),Android,Smartphone
20487,Poco M4 5G Standard Edition Global Dual SIM TD-LTE 64GB 22041219PG,Xiaomi,200 g,2022 Aug.,Google Android 12 (S),Android,Smartphone
